AIRVZLA,601,MID,5,0,SVCS,6,0,0
AIRVZLA,602,SVCS,6,30,MID,7,30,0
AVA,9432,CLO,7,0,SVO,2,20,4
AVA,9432,CLO,7,0,BOG,8,0,0
IBERIA,505,BOG,18,0,MAD,12,0,0
IBERIA,506,MAD,14,0,SVO,23,20,0
IBERIA,507,MAD,16,0,SVO,1,20,0
LATAM,787,BOG,17,0,MEX,19,0,0
VIVA,756,BOG,9,0,MDE,10,0,0
VIVA,769,MDE,11,0,BAQ,12,0,0
AVA,5643,BAQ,14,0,MEX,16,0,0
COPA,1234,CTG,10,0,PTY,11,30,0
AVA,4321,CTG,9,30,SMR,10,0,0
COPA,7631,SMR,10,50,PTY,11,50,0
TURKISH,7799,CLO,7,0,IST,14,0,3
QATAR,5566,IST,23,0,SVO,2,0,0
4X,373,HOU,13,15,MSY,15,10,1
4X,201,MSY,8,35,HOU,12,20,2
4X,372,MSY,11,0,HOU,12,55,1
4X,213,MSY,14,0,HOU,17,40,3
4X,374,MSY,16,0,HOU,17,55,1
4X,216,HOU,14,30,MSY,18,10,3
4X,370,MSY,6,15,HOU,11,0,1
4X,375,HOU,18,20,MSY,10,15,1
4X,214,HOU,9,0,MSY,12,40,3
4X,371,HOU,8,35,MSY,10,30,1
AA,324,STL,8,30,ORD,14,5,0
AA,828,MSY,17,10,BNA,18,37,0
AA,212,DFW,17,21,ORD,19,41,0
AA,673,ORD,21,30,SEA,12,7,0
AA,25,DFW,18,37,PHX,10,1,0
AA,520,ORD,13,30,DTW,15,51,0
AA,476,DFW,18,45,ORD,11,15,0
AA,9,JFK,16,30,LAX,19,22,0
AA,734,DFW,17,19,MIA,11,2,0
AA,273,ORD,9,0,SFO,11,40,0
AA,918,MIA,7,45,JFK,10,28,0
AA,79,DFW,18,38,SFO,10,30,0
AA,193,HOU,16,34,DFW,17,50,0
AA,848,ORD,17,30,BOS,10,50,0
AA,103,BOS,17,15,LAX,10,32,0
AA,717,MSP,16,40,DFW,19,3,0
AA,628,BNA,13,57,ORD,15,34,0
AA,820,DEN,4,35,DFW,12,8,0
AA,768,DEN,11,41,PHL,19,26,1
AA,584,STL,17,35,BNA,18,37,0
AA,529,PHL,11,59,RDU,13,27,0
AA,833,ATL,7,15,ORD,10,4,0
AA,852,DFW,17,17,RDU,11,4,0
AA,847,DTW,13,38,ORD,13,45,0
AA,428,LAX,15,40,DFW,10,35,0
AA,142,ORD,16,14,ATL,19,10,0
AA,979,HOU,17,45,MIA,11,17,0
AA,22,LAX,15,30,JFK,13,23,0
AA,424,MIA,19,0,JFK,11,51,0
AA,360,ORD,12,15,PHL,15,3,0
AA,49,DFW,16,0,LAX,17,4,0
AA,675,MIA,18,49,BNA,10,15,0
AA,382,DFW,9,40,DTW,13,7,0
AA,649,PHL,8,5,RDU,12,8,0
AA,525,BOS,7,42,ORD,12,3,0
AA,483,TPA,17,20,BNA,10,18,1
AA,778,SFO,6,20,ORD,12,33,0
AA,391,PHL,12,45,SEA,17,22,1
AA,18,SFO,22,15,JFK,11,0,0
AA,577,ORD,16,25,DFW,18,53,0
AA,668,MIA,8,15,PHL,10,58,0
AA,942,MIA,18,59,DCA,11,31,0
AA,278,STL,14,20,BOS,19,47,1
AA,537,DCA,7,40,DFW,15,5,0
AA,603,DFW,17,14,LAX,18,25,0
AA,193,DFW,18,35,DEN,19,40,0
AA,715,JFK,18,15,ATL,12,28,1
AA,198,DFW,7,0,DTW,10,19,0
AA,315,BNA,19,40,TPA,12,24,0
AA,29,JFK,19,30,LAX,12,21,0
AA,217,DFW,18,34,SEA,10,58,0
AA,41,ORD,18,45,SFO,11,31,0
AA,844,DFW,14,41,RDU,18,12,0
AA,147,MIA,6,30,DFW,13,0,0
AA,48,LAX,11,16,DFW,16,17,0
AA,787,MSY,18,34,MIA,11,19,0
AA,148,PHX,8,10,ORD,12,21,0
AA,804,DFW,8,27,DCA,12,14,0
AA,352,DFW,17,20,BNA,19,22,0
AA,204,PHX,14,19,ORD,18,47,0
AA,615,ORD,20,20,LAX,12,53,0
AA,716,ORD,16,30,PVD,19,41,0
AA,394,ORD,13,20,PHL,16,5,0
AA,954,MIA,19,1,ATL,11,11,0
AA,326,ORD,13,15,PVD,16,17,0
AA,672,MIA,19,9,BOS,12,25,0
AA,391,PHL,12,45,ORD,13,54,0
AA,184,LAX,7,45,ORD,13,47,0
AA,673,ATL,19,57,SEA,12,7,1
AA,803,DFW,10,50,HOU,11,57,0
AA,902,MIA,13,45,JFK,16,44,0
AA,266,SEA,13,15,DCA,13,2,1
AA,440,SEA,13,19,BNA,11,56,1
AA,583,DFW,21,53,SEA,12,8,0
AA,879,ORD,11,44,BNA,13,7,0
AA,575,ORD,15,0,SFO,17,39,0
AA,26,SEA,12,55,MIA,11,30,0
AA,157,ORD,21,25,PHX,12,5,0
AA,350,BNA,9,10,DCA,11,46,0
AA,838,SFO,15,3,ORD,11,15,0
AA,153,ORD,21,30,DFW,13,49,0
AA,433,DCA,15,29,MIA,18,7,0
AA,363,DCA,18,43,RDU,10,0,0
AA,184,LAX,7,45,DCA,17,33,1
AA,371,DFW,8,10,HOU,11,8,0
AA,313,MSP,18,25,DFW,10,42,0
AA,395,DFW,10,55,SEA,13,4,0
AA,716,SEA,9,40,ORD,15,20,0
AA,992,MIA,19,7,PHL,11,53,0
AA,593,BNA,17,30,ORD,19,16,0
AA,793,PVD,12,30,ORD,14,3,0
AA,166,ORD,13,20,BOS,16,25,0
AA,769,PVD,11,30,RDU,13,22,0
AA,360,DFW,9,25,ORD,11,31,0
AA,305,DTW,13,5,DFW,14,50,0
AA,139,ATL,12,25,DFW,13,43,0
AA,273,DCA,6,43,SFO,11,40,1
AA,380,ORD,21,50,ATL,12,34,0
AA,823,DCA,19,38,ORD,10,48,0
AA,320,DFW,9,30,RDU,13,9,0
AA,861,DFW,8,11,DEN,11,3,0
AA,275,BOS,12,5,ORD,13,46,0
AA,615,DCA,18,29,LAX,12,53,1
AA,634,DFW,14,23,BOS,18,44,0
AA,117,DTW,10,35,ORD,10,51,0
AA,410,DFW,8,14,BNA,12,45,2
AA,651,BNA,9,50,PHX,12,30,0
AA,885,DCA,14,59,DFW,17,34,0
AA,300,ORD,10,30,DTW,12,41,0
AA,353,ORD,18,30,BNA,10,9,0
AA,4,LAX,12,0,JFK,19,59,0
AA,438,DFW,12,51,MSP,15,5,0
AA,236,DFW,10,51,DCA,14,31,0
AA,32,LAX,13,0,JFK,11,0,0
AA,625,DFW,12,53,LAX,14,0,0
AA,720,LAX,13,45,DFW,18,53,0
AA,133,PVD,6,25,ORD,15,3,0
AA,411,MIA,13,55,LAX,16,20,0
AA,562,PHX,10,45,ORD,15,10,0
AA,496,DFW,20,4,ATL,13,2,0
AA,891,STL,7,55,DFW,14,6,0
AA,158,DFW,19,57,DTW,13,11,0
AA,209,DCA,11,18,DFW,13,44,0
AA,8,DFW,6,52,HOU,15,6,0
AA,786,SFO,9,45,DFW,15,1,0
AA,359,ORD,9,5,ABQ,11,2,0
AA,132,BNA,8,30,BOS,11,47,0
AA,40,LAX,10,0,JFK,18,1,0
AA,149,BOS,14,50,ORD,16,34,0
AA,417,DCA,6,20,DFW,13,0,0
AA,801,STL,6,55,DFW,14,4,0
AA,559,STL,18,50,DFW,10,49,0
AA,248,MSY,18,57,ORD,11,15,0
AA,556,LAX,2,10,DFW,10,8,0
AA,604,BNA,14,0,DTW,16,30,0
AA,305,DFW,15,58,ABQ,16,46,0
AA,383,RDU,13,0,DFW,15,0,0
AA,160,ORD,7,5,PHL,15,8,0
AA,401,DFW,21,51,HOU,12,57,0
AA,217,STL,15,50,SEA,10,58,1
AA,34,MIA,16,43,RDU,19,0,0
AA,898,ORD,20,15,PHL,13,16,0
AA,333,BOS,6,44,LAX,12,19,1
AA,829,BOS,9,10,ORD,10,43,0
AA,768,ORD,16,30,PHL,19,26,0
AA,388,DEN,17,45,ORD,11,15,0
AA,381,PVD,19,12,ORD,10,49,0
AA,580,SFO,12,25,DFW,14,1,0
AA,299,ORD,6,44,DFW,10,1,0
AA,125,DFW,9,34,SFO,11,25,0
AA,347,ORD,13,50,DFW,16,18,0
AA,389,ORD,15,5,LAX,19,46,1
AA,632,SEA,12,1,ORD,14,1,0
AA,557,BNA,14,10,DFW,16,23,0
AA,333,BOS,6,44,DFW,15,9,0
AA,12,LAX,14,0,BOS,12,16,0
AA,205,ORD,9,15,DFW,11,36,0
AA,189,MSP,7,35,DFW,15,2,0
AA,35,RDU,14,10,MIA,16,21,0
AA,179,ORD,18,30,PHX,11,12,0
AA,580,SFO,12,25,ORD,11,5,1
AA,70,SFO,8,8,DFW,13,31,0
AA,835,DTW,17,0,ORD,17,13,0
AA,890,PHX,1,40,ORD,15,5,0
AA,784,DFW,10,54,ORD,12,56,0
AA,796,DEN,15,7,BNA,18,47,0
AA,89,ORD,18,30,LAX,10,35,0
AA,920,MIA,8,44,DCA,11,6,0
AA,728,DFW,6,35,BOS,10,58,0
AA,837,ATL,7,25,DFW,13,5,0
AA,203,DFW,8,10,SFO,14,7,0
AA,334,RDU,9,0,PVD,10,40,0
AA,709,ATL,8,28,MIA,10,15,0
