AIRVZLA,601,MID,5,0,SVCS,6,0,0
AIRVZLA,602,SVCS,6,30,MID,7,30,0
AVA,9432,CLO,7,0,SVO,2,20,4
AVA,9432,CLO,7,0,BOG,8,0,0
IBERIA,505,BOG,18,0,MAD,12,0,0
IBERIA,506,MAD,14,0,SVO,23,20,0
IBERIA,507,MAD,16,0,SVO,1,20,0
LATAM,787,BOG,17,0,MEX,19,0,0
VIVA,756,BOG,9,0,MDE,10,0,0
VIVA,769,MDE,11,0,BAQ,12,0,0
AVA,5643,BAQ,14,0,MEX,16,0,0
COPA,1234,CTG,10,0,PTY,11,30,0
AVA,4321,CTG,9,30,SMR,10,0,0
COPA,7631,SMR,10,50,PTY,11,50,0
TURKISH,7799,CLO,7,0,IST,14,0,3
QATAR,5566,IST,23,0,SVO,2,0,0
4X,373,HOU,13,15,MSY,15,10,1
4X,201,MSY,8,35,HOU,12,20,2
4X,372,MSY,11,0,HOU,12,55,1
4X,213,MSY,14,0,HOU,17,40,3
4X,374,MSY,16,0,HOU,17,55,1
4X,216,HOU,14,30,MSY,18,10,3
4X,370,MSY,6,15,HOU,11,0,1
4X,375,HOU,18,20,MSY,10,15,1
4X,214,HOU,9,0,MSY,12,40,3
4X,371,HOU,8,35,MSY,10,30,1
AA,324,STL,8,30,ORD,14,5,0
AA,828,MSY,17,10,BNA,18,37,0
AA,212,DFW,17,21,ORD,19,41,0
AA,673,ORD,21,30,SEA,12,7,0
AA,25,DFW,18,37,PHX,10,1,0
AA,520,ORD,13,30,DTW,15,51,0
AA,476,DFW,18,45,ORD,11,15,0
AA,9,JFK,16,30,LAX,19,22,0
AA,734,DFW,17,19,MIA,11,2,0
AA,273,ORD,9,0,SFO,11,40,0
AA,918,MIA,7,45,JFK,10,28,0
AA,79,DFW,18,38,SFO,10,30,0
AA,193,HOU,16,34,DFW,17,50,0
AA,848,ORD,17,30,BOS,10,50,0
AA,103,BOS,17,15,LAX,10,32,0
AA,717,MSP,16,40,DFW,19,3,0
AA,628,BNA,13,57,ORD,15,34,0
AA,820,DEN,4,35,DFW,12,8,0
AA,768,DEN,11,41,PHL,19,26,1
AA,584,STL,17,35,BNA,18,37,0
AA,529,PHL,11,59,RDU,13,27,0
AA,833,ATL,7,15,ORD,10,4,0
AA,852,DFW,17,17,RDU,11,4,0
AA,847,DTW,13,38,ORD,13,45,0
